"COUNTRY","Q87","withinwt"
"Algeria","Must be very careful",1.19158253730484
"Algeria","Must be very careful",1.19158253730484
"Algeria","Must be very careful",1.19158253730484
"Algeria","Must be very careful",1.19158253730484
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.799949505481117
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.968051437706442
"Algeria","Must be very careful",0.532908627922029
"Algeria","Must be very careful",0.532908627922029
"Algeria","Most people can be trusted",0.532908627922029
"Algeria","Most people can be trusted",0.532908627922029
"Algeria","Must be very careful",0.532908627922029
"Algeria","Most people can be trusted",0.532908627922029
"Algeria","Most people can be trusted",0.532908627922029
"Algeria","Most people can be trusted",0.532908627922029
"Algeria","Must be very careful",0.532908627922029
"Algeria","Must be very careful",0.532908627922029
"Algeria","Most people can be trusted",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Most people can be trusted",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Most people can be trusted",0.475811274930383
"Algeria","Most people can be trusted",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Must be very careful",0.475811274930383
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Most people can be trusted",1.01667608393867
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Most people can be trusted",1.11180367073995
"Algeria","Most people can be trusted",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Must be very careful",1.11180367073995
"Algeria","Most people can be trusted",0.809215948958882
"Algeria","Most people can be trusted",0.809215948958882
"Algeria","Most people can be trusted",0.809215948958882
"Algeria","Most people can be trusted",0.809215948958882
"Algeria","Must be very careful",0.809215948958882
"Algeria","Most people can be trusted",0.809215948958882
"Algeria","Must be very careful",0.809215948958882
"Algeria","Must be very careful",0.809215948958882
"Algeria","Must be very careful",0.809215948958882
"Algeria","Must be very careful",0.809215948958882
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Must be very careful",1.15663675784474
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Must be very careful",0.552790599184378
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Must be very careful",0.552790599184378
"Algeria","Must be very careful",0.552790599184378
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Must be very careful",0.552790599184378
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Most people can be trusted",0.552790599184378
"Algeria","Most people can be trusted",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Most people can be trusted",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Must be very careful",0.7106218638291
"Algeria","Most people can be trusted",0.7106218638291
"Algeria","Must be very careful",1.07416402159244
"Algeria","Most people can be trusted",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Most people can be trusted",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Must be very careful",1.07416402159244
"Algeria","Most people can be trusted",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Most people can be trusted",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Must be very careful",0.958029753514829
"Algeria","Most people can be trusted",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Most people can be trusted",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Most people can be trusted",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Must be very careful",0.585086033778619
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Most people can be trusted",0.71295237470871
"Algeria","Must be very careful",0.71295237470871
"Algeria","Must be very careful",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Most people can be trusted",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Most people can be trusted",0.67192123107441
"Algeria","Most people can be trusted",0.67192123107441
"Algeria","Must be very careful",0.67192123107441
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Most people can be trusted",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.689919121192474
"Algeria","Must be very careful",0.308517839112494
"Algeria","Most people can be trusted",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Most people can be trusted",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Must be very careful",0.308517839112494
"Algeria","Most people can be trusted",0.232070940925328
"Algeria","Most people can be trusted",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Most people can be trusted",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.232070940925328
"Algeria","Must be very careful",0.823502067666175
"Algeria","Must be very careful",0.823502067666175
"Algeria","Most people can be trusted",0.823502067666175
"Algeria","Must be very careful",0.823502067666175
"Algeria","Most people can be trusted",0.823502067666175
"Algeria","Must be very careful",0.823502067666175
"Algeria","Must be very careful",0.823502067666175
"Algeria","Must be very careful",0.823502067666175
"Algeria","Most people can be trusted",0.823502067666175
"Algeria","Most people can be trusted",0.823502067666175
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",1.15421517572691
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Must be very careful",0.661297114944049
"Algeria","Most people can be trusted",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Most people can be trusted",0.928688206629755
"Algeria","Most people can be trusted",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Most people can be trusted",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Must be very careful",0.928688206629755
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.21653714541594
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",1.26591341853919
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Most people can be trusted",0.83471380476841
"Algeria","Most people can be trusted",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.83471380476841
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",0.861672158837603
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Must be very careful",1.40961602792016
"Algeria","Most people can be trusted",1.14013061081778
"Algeria","Must be very careful",1.14013061081778
"Algeria","Must be very careful",1.14013061081778
"Algeria","Must be very careful",1.14013061081778
"Algeria","Must be very careful",1.14013061081778
"Algeria","Most people can be trusted",1.14013061081778
"Algeria","Most people can be trusted",1.14013061081778
"Algeria","Must be very careful",1.14013061081778
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.32193252810573
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",1.06680949674936
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Must be very careful",0.85635319489416
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Must be very careful",0.814529961985956
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Must be very careful",0.814529961985956
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Must be very careful",0.814529961985956
"Algeria","Must be very careful",0.814529961985956
"Algeria","Most people can be trusted",0.814529961985956
"Algeria","Must be very careful",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Must be very careful",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Most people can be trusted",1.01160679650741
"Algeria","Must be very careful",1.01160679650741
"Algeria","Must be very careful",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Must be very careful",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Most people can be trusted",0.811978821353014
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.12697624424067
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Don't know",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Must be very careful",1.33777755611303
"Algeria","Most people can be trusted",1.33777755611303
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.20057348932302
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.22676459452639
"Algeria","Must be very careful",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Must be very careful",1.12964009326519
"Algeria","Must be very careful",1.12964009326519
"Algeria","Most people can be trusted",1.12964009326519
"Algeria","Must be very careful",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Don't know",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Must be very careful",0.779428858813156
"Algeria","Don't know",0.779428858813156
"Algeria","Don't know",0.779428858813156
"Algeria","Most people can be trusted",1.10252509665902
"Algeria","Most people can be trusted",1.10252509665902
"Algeria","Must be very careful",1.10252509665902
"Algeria","Most people can be trusted",1.10252509665902
"Algeria","Don't know",1.10252509665902
"Algeria","Must be very careful",1.10252509665902
"Algeria","Must be very careful",1.10252509665902
"Algeria","Must be very careful",1.10252509665902
"Algeria","Must be very careful",1.10252509665902
"Algeria","Most people can be trusted",1.10252509665902
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Don't know",0.219766289832941
"Algeria","Don't know",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.219766289832941
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Don't know",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Most people can be trusted",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.156095682498164
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.478902265263053
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.538357977305462
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",0.973450225483648
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",1.03429086457638
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Must be very careful",0.997867519881811
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Must be very careful",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Must be very careful",1.27694628411591
"Algeria","Most people can be trusted",1.27694628411591
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",1.77376911463061
"Algeria","Must be very careful",2.35024407688555
"Algeria","Most people can be trusted",2.35024407688555
"Algeria","Most people can be trusted",2.35024407688555
"Algeria","Most people can be trusted",2.35024407688555
"Algeria","Most people can be trusted",2.35024407688555
"Algeria","Most people can be trusted",2.35024407688555
