"YEAR","month","temp_mean","country","precip"
2020,"APR",10.4666666666667,"Antipodes_Isl",47.3333333333333
2020,"MAY",9.2,"Antipodes_Isl",55
2020,"JUN",7.5,"Antipodes_Isl",61
2020,"JUL",5.83333333333333,"Antipodes_Isl",65
2020,"AUG",4.66666666666667,"Antipodes_Isl",73.6666666666667
2020,"SEP",4.03333333333333,"Antipodes_Isl",80.3333333333333
2020,"OCT",4.03333333333333,"Antipodes_Isl",68
2020,"NOV",4.7,"Antipodes_Isl",51.6666666666667
2020,"DEC",6.1,"Antipodes_Isl",34.3333333333333
2019,"DEC",15.5666666666667,"Argentina",42.6
2020,"JAN",18.3333333333333,"Argentina",50.1333333333333
2020,"FEB",20.4666666666667,"Argentina",60.3666666666667
2020,"MAR",21.6333333333333,"Argentina",58.6666666666667
2020,"APR",20.6333333333333,"Argentina",53.6
2020,"MAY",18.9666666666667,"Argentina",43.2
2020,"JUN",15.8,"Argentina",51.1333333333333
2020,"JUL",12.1333333333333,"Argentina",40.7666666666667
2020,"AUG",8.8,"Argentina",34.7333333333333
2020,"SEP",7.86666666666667,"Argentina",19.0333333333333
2020,"OCT",10.1666666666667,"Argentina",27.6
2020,"NOV",12.9,"Argentina",38.3666666666667
2020,"DEC",15.9333333333333,"Argentina",61.6333333333333
2019,"DEC",9.96666666666667,"Armenia",35.7666666666667
2020,"JAN",3.16666666666667,"Armenia",38
2020,"FEB",-1.26666666666667,"Armenia",32.4333333333333
2020,"MAR",-2.66666666666667,"Armenia",28.6
2020,"APR",-0.366666666666667,"Armenia",46.4
2020,"MAY",3.93333333333333,"Armenia",48.4666666666667
2020,"JUN",8.83333333333333,"Armenia",66.6
2020,"JUL",13.2,"Armenia",68.7
2020,"AUG",18.1,"Armenia",68.2
2020,"SEP",20.6,"Armenia",49.3333333333333
2020,"OCT",20.3666666666667,"Armenia",29.7666666666667
2020,"NOV",16.1666666666667,"Armenia",34.1
2020,"DEC",10.2,"Armenia",31.6666666666667
2019,"DEC",24.8,"Ascension",22
2020,"JAN",25.1333333333333,"Ascension",13.6666666666667
2020,"FEB",25.7,"Ascension",10.6666666666667
2020,"MAR",26.2333333333333,"Ascension",10.3333333333333
2020,"APR",26.9666666666667,"Ascension",21.3333333333333
2020,"MAY",27.5,"Ascension",29.6666666666667
2020,"JUN",27.6,"Ascension",36.3333333333333
2020,"JUL",27.1666666666667,"Ascension",33
2020,"AUG",26.3333333333333,"Ascension",31
2020,"SEP",25.4666666666667,"Ascension",30
2020,"OCT",24.9333333333333,"Ascension",30.6666666666667
2020,"NOV",25,"Ascension",27.3333333333333
2020,"DEC",25.4333333333333,"Ascension",22
2019,"DEC",7.06666666666667,"Auckland_Isl",148
2020,"JAN",8.23333333333333,"Auckland_Isl",146
2020,"FEB",9.43333333333333,"Auckland_Isl",149.833333333333
2020,"MAR",10.1666666666667,"Auckland_Isl",148.333333333333
2020,"APR",10.1666666666667,"Auckland_Isl",155.833333333333
2020,"MAY",9.26666666666667,"Auckland_Isl",154.833333333333
2020,"JUN",7.93333333333333,"Auckland_Isl",163.833333333333
2020,"JUL",6.6,"Auckland_Isl",156.5
2020,"AUG",5.83333333333333,"Auckland_Isl",145.333333333333
2020,"SEP",5.7,"Auckland_Isl",134.166666666667
2020,"OCT",5.86666666666666,"Auckland_Isl",136
2020,"NOV",6.36666666666666,"Auckland_Isl",144.333333333333
2020,"DEC",7.23333333333333,"Auckland_Isl",148
2019,"DEC",23.3333333333333,"Australia",27.1
2020,"JAN",25.8666666666667,"Australia",40.6333333333333
2020,"FEB",27.5,"Australia",63.8
2020,"MAR",28.1666666666667,"Australia",78.3666666666667
2020,"APR",27.6,"Australia",84.4333333333333
2020,"MAY",26,"Australia",59.0666666666667
2020,"JUN",22.8666666666667,"Australia",38.4666666666667
2020,"JUL",19.3,"Australia",22.2
2020,"AUG",16.4666666666667,"Australia",19.8666666666667
2020,"SEP",15.6666666666667,"Australia",19.9666666666667
2020,"OCT",17.0666666666667,"Australia",16.4333333333333
2020,"NOV",19.9666666666667,"Australia",18.9
2020,"DEC",23.2,"Australia",24.9666666666667
2019,"DEC",7.4,"Austria",109.133333333333
2020,"JAN",3.3,"Austria",99.0666666666667
2020,"FEB",0.566666666666667,"Austria",104.066666666667
2020,"MAR",-1.63333333333333,"Austria",89.8666666666667
2020,"APR",-0.833333333333333,"Austria",82.3666666666667
2020,"MAY",2.43333333333333,"Austria",64.4666666666667
2020,"JUN",8.56666666666667,"Austria",77.8666666666667
2020,"JUL",13.6,"Austria",96.9666666666667
2020,"AUG",16.0333333333333,"Austria",117.1
2020,"SEP",17.6333333333333,"Austria",128.3
2020,"OCT",17,"Austria",120.766666666667
2020,"NOV",14.3,"Austria",104.666666666667
2020,"DEC",9.4,"Austria",74.4333333333334
2019,"DEC",14.3333333333333,"Azerbaijan",30.3666666666667
2020,"JAN",8.03333333333333,"Azerbaijan",34
2020,"FEB",4.46666666666667,"Azerbaijan",34.7333333333333
2020,"MAR",3.26666666666667,"Azerbaijan",35.1333333333333
2020,"APR",4.93333333333333,"Azerbaijan",50.7333333333333
2020,"MAY",8.16666666666667,"Azerbaijan",46.4
2020,"JUN",12.8,"Azerbaijan",43.8
2020,"JUL",17.7,"Azerbaijan",31.5333333333333
2020,"AUG",22.8666666666667,"Azerbaijan",29.8666666666667
2020,"SEP",25.1,"Azerbaijan",27.4666666666667
2020,"OCT",24.4666666666667,"Azerbaijan",20.2
2020,"NOV",20.1,"Azerbaijan",22.5333333333333
2020,"DEC",14.1666666666667,"Azerbaijan",23.1
2019,"DEC",20.0666666666667,"Azores",95.9
2020,"JAN",17.6,"Azores",126.933333333333
2020,"FEB",15.9666666666667,"Azores",110.7
2020,"MAR",14.6333333333333,"Azores",101.033333333333
2020,"APR",14.7,"Azores",83.3666666666667
2020,"MAY",14.6666666666667,"Azores",73.1
2020,"JUN",15.5333333333333,"Azores",49.2666666666667
2020,"JUL",16.5333333333333,"Azores",26.2666666666667
2020,"AUG",18.4,"Azores",23.4
2020,"SEP",20.3,"Azores",24.2333333333333
2020,"OCT",21.6,"Azores",43.1666666666667
2020,"NOV",21.0333333333333,"Azores",76.5333333333333
2020,"DEC",19.2,"Azores",112.9
2019,"DEC",26.9666666666667,"Bahamas",158.8
2020,"JAN",25.1333333333333,"Bahamas",85.7666666666667
2020,"FEB",23.3333333333333,"Bahamas",82.1666666666667
2020,"MAR",23.0333333333333,"Bahamas",52.8666666666667
2020,"APR",22.8333333333333,"Bahamas",83.0666666666667
2020,"MAY",23.9333333333333,"Bahamas",79.4666666666667
2020,"JUN",24.4333333333333,"Bahamas",168.433333333333
2020,"JUL",26.2666666666667,"Bahamas",166.966666666667
2020,"AUG",27.4666666666667,"Bahamas",180.933333333333
2020,"SEP",28.4333333333333,"Bahamas",126.666666666667
2020,"OCT",28.6333333333333,"Bahamas",149.733333333333
2020,"NOV",28.3,"Bahamas",132.466666666667
2020,"DEC",27.2,"Bahamas",104.066666666667
2019,"DEC",30,"Bahrain",0.666666666666671
2020,"JAN",24.6,"Bahrain",0.733333333333337
2020,"FEB",20.1,"Bahrain",0.800000000000004
2020,"MAR",19.0333333333333,"Bahrain",3.7
2020,"APR",21.3333333333333,"Bahrain",3.66666666666667
2020,"MAY",24.9,"Bahrain",21.9
2020,"JUN",29.1333333333333,"Bahrain",18.3333333333333
2020,"JUL",33.3333333333333,"Bahrain",18.3
2020,"AUG",37.0333333333333,"Bahrain",3.2288986299515e-15
2020,"SEP",38.7666666666667,"Bahrain",3.2288986299515e-15
2020,"OCT",37.9,"Bahrain",3.2288986299515e-15
2020,"NOV",35,"Bahrain",3.25665420556713e-15
2020,"DEC",29.8666666666667,"Bahrain",1.23333333333334
2019,"DEC",28.1333333333333,"Banaba",118
2020,"JAN",28.4,"Banaba",154
2020,"FEB",28.2,"Banaba",200.666666666667
2020,"MAR",28.0666666666667,"Banaba",230.333333333333
2020,"APR",27.9666666666667,"Banaba",217.666666666667
2020,"MAY",28,"Banaba",187.333333333333
2020,"JUN",28.1,"Banaba",160.666666666667
2020,"JUL",28.1666666666667,"Banaba",141.666666666667
2020,"AUG",28.2666666666667,"Banaba",142
2020,"SEP",28.2333333333333,"Banaba",138.333333333333
2020,"OCT",28.0333333333333,"Banaba",134
2020,"NOV",28.1333333333333,"Banaba",117.333333333333
2020,"DEC",28.2333333333333,"Banaba",118
2019,"DEC",26.3666666666667,"Bangladesh",220.033333333333
2020,"JAN",23.9,"Bangladesh",116.3
2020,"FEB",20.8333333333333,"Bangladesh",19.0666666666667
2020,"MAR",19.8333333333333,"Bangladesh",17.6
2020,"APR",21.3666666666667,"Bangladesh",12.2
2020,"MAY",24.2666666666667,"Bangladesh",77.7333333333333
2020,"JUN",26.2,"Bangladesh",160.466666666667
2020,"JUL",27.1666666666667,"Bangladesh",271.233333333333
2020,"AUG",27.7333333333333,"Bangladesh",390.1
2020,"SEP",28.2333333333333,"Bangladesh",402.433333333333
2020,"OCT",28.2666666666667,"Bangladesh",346.5
2020,"NOV",27.5333333333333,"Bangladesh",203.6
2020,"DEC",25.6333333333333,"Bangladesh",106.166666666667
2019,"DEC",27.1666666666667,"Barbados",268.566666666667
2020,"JAN",26.8333333333333,"Barbados",259.5
2020,"FEB",26.4,"Barbados",233.366666666667
2020,"MAR",25.7,"Barbados",228.633333333333
2020,"APR",25.5666666666667,"Barbados",145.666666666667
2020,"MAY",25.7333333333333,"Barbados",127.2
2020,"JUN",26.2666666666667,"Barbados",116.366666666667
2020,"JUL",26.6,"Barbados",141.1
2020,"AUG",26.8666666666667,"Barbados",132.5
2020,"SEP",27.0333333333333,"Barbados",179.333333333333
2020,"OCT",27.1,"Barbados",241.366666666667
2020,"NOV",27.0666666666667,"Barbados",265.5
2020,"DEC",26.9666666666667,"Barbados",237.1
2019,"DEC",24.6666666666667,"Bassas_da_India",14.1
2020,"JAN",25.7,"Bassas_da_India",22.8666666666667
2020,"FEB",26.3333333333333,"Bassas_da_India",21.9666666666667
2020,"MAR",27.0333333333333,"Bassas_da_India",39.7333333333333
2020,"APR",27.5,"Bassas_da_India",27.5666666666667
2020,"MAY",27.2333333333333,"Bassas_da_India",36.7666666666667
2020,"JUN",26.2666666666667,"Bassas_da_India",17.2333333333333
2020,"JUL",24.5,"Bassas_da_India",28.9333333333333
2020,"AUG",22.9666666666667,"Bassas_da_India",20.2
2020,"SEP",22.5333333333333,"Bassas_da_India",25.4666666666667
2020,"OCT",23.1666666666667,"Bassas_da_India",56.6666666666667
2020,"NOV",24,"Bassas_da_India",66.4666666666667
2020,"DEC",24.7333333333333,"Bassas_da_India",57.5
2019,"DEC",7.96666666666667,"Belarus",70.4333333333333
2020,"JAN",3.4,"Belarus",70.6666666666667
2020,"FEB",-0.0666666666666673,"Belarus",53.5
2020,"MAR",-3.03333333333333,"Belarus",48.3
2020,"APR",-4,"Belarus",36.5333333333333
2020,"MAY",0.699999999999999,"Belarus",32.1666666666667
2020,"JUN",8.53333333333333,"Belarus",32.6
2020,"JUL",15.4,"Belarus",40.7666666666667
2020,"AUG",18.4333333333333,"Belarus",77.1333333333333
2020,"SEP",19.3,"Belarus",82.0333333333333
2020,"OCT",18.4,"Belarus",79.0333333333333
2020,"NOV",14.5333333333333,"Belarus",45.4666666666667
2020,"DEC",8.23333333333333,"Belarus",36.0666666666667
2019,"DEC",11.5,"Belgium",88.1
2020,"JAN",8.66666666666667,"Belgium",94.2666666666667
2020,"FEB",6.33333333333333,"Belgium",104.066666666667
2020,"MAR",5.13333333333333,"Belgium",87.6666666666667
2020,"APR",4.86666666666667,"Belgium",73.4666666666667
2020,"MAY",6.9,"Belgium",62.3666666666667
2020,"JUN",10.8,"Belgium",73.7333333333333
2020,"JUL",15.2,"Belgium",67.9
2020,"AUG",18.1666666666667,"Belgium",60.0333333333333
2020,"SEP",19.7,"Belgium",56.2666666666667
2020,"OCT",18.9333333333333,"Belgium",55.0666666666667
2020,"NOV",16,"Belgium",53.2666666666667
2020,"DEC",11.8,"Belgium",44
2019,"DEC",26.1333333333333,"Belize",294.133333333333
2020,"JAN",25.0666666666667,"Belize",272.8
2020,"FEB",23.7333333333333,"Belize",186.1
2020,"MAR",23.7,"Belize",150.266666666667
2020,"APR",24,"Belize",143.066666666667
2020,"MAY",25.3,"Belize",103.533333333333
2020,"JUN",26.2,"Belize",142.166666666667
2020,"JUL",26.9333333333333,"Belize",203.1
2020,"AUG",27.3333333333333,"Belize",234.1
2020,"SEP",27.3333333333333,"Belize",254.833333333333
2020,"OCT",27.3333333333333,"Belize",241.5
2020,"NOV",27.0333333333333,"Belize",291.6
2020,"DEC",26.2,"Belize",251.9
2019,"DEC",27.6333333333333,"Benin",69.3666666666667
2020,"JAN",27.8333333333333,"Benin",21
2020,"FEB",27.5333333333333,"Benin",5.26666666666666
2020,"MAR",28.2333333333333,"Benin",4.5
2020,"APR",29.5333333333333,"Benin",14.3666666666667
2020,"MAY",30.9333333333333,"Benin",28.8333333333333
2020,"JUN",30.8,"Benin",63.2
2020,"JUL",29.7333333333333,"Benin",102.933333333333
2020,"AUG",28.2,"Benin",149.4
2020,"SEP",26.9,"Benin",193.3
2020,"OCT",26.4333333333333,"Benin",213.633333333333
2020,"NOV",26.7666666666667,"Benin",187.566666666667
2020,"DEC",27.5333333333333,"Benin",108.233333333333
2019,"DEC",24.1,"Bermuda",109.166666666667
2020,"JAN",21.8,"Bermuda",130.633333333333
2020,"FEB",19.7,"Bermuda",125.4
2020,"MAR",18.8666666666667,"Bermuda",109.6
2020,"APR",18.0333333333333,"Bermuda",130.133333333333
2020,"MAY",18.5666666666667,"Bermuda",136.733333333333
2020,"JUN",19.7,"Bermuda",158.333333333333
2020,"JUL",22.1666666666667,"Bermuda",126.9
2020,"AUG",24.2333333333333,"Bermuda",111.4
2020,"SEP",25.7,"Bermuda",89.3666666666667
2020,"OCT",26.3333333333333,"Bermuda",100.3
2020,"NOV",25.7666666666667,"Bermuda",95.5333333333333
2020,"DEC",23.9666666666667,"Bermuda",162.033333333333
2019,"DEC",9.33333333333333,"Bhutan",89.1666666666667
2020,"JAN",5.9,"Bhutan",36.9333333333333
2020,"FEB",2.66666666666667,"Bhutan",3.4
2020,"MAR",1.6,"Bhutan",5.2
2020,"APR",2.2,"Bhutan",15.5333333333333
2020,"MAY",4.6,"Bhutan",49.2
2020,"JUN",7.36666666666667,"Bhutan",91.4333333333333
2020,"JUL",10.6,"Bhutan",168.433333333333
2020,"AUG",13.0666666666667,"Bhutan",259.6
2020,"SEP",14.4333333333333,"Bhutan",310.033333333333
2020,"OCT",14.1,"Bhutan",265.266666666667
2020,"NOV",11.9,"Bhutan",148.733333333333
2020,"DEC",8.53333333333333,"Bhutan",54.1666666666667
2019,"DEC",24.6333333333333,"Bioko",280.533333333333
2020,"JAN",25.1666666666667,"Bioko",202.7
2020,"FEB",25.4333333333333,"Bioko",139.266666666667
2020,"MAR",25.8,"Bioko",60.8666666666667
2020,"APR",25.9,"Bioko",107.966666666667
2020,"MAY",26,"Bioko",145.1
2020,"JUN",25.7333333333333,"Bioko",173.766666666667
2020,"JUL",25.3666666666667,"Bioko",186.4
2020,"AUG",24.6,"Bioko",239.9
2020,"SEP",24.1666666666667,"Bioko",292.166666666667
2020,"OCT",24.1,"Bioko",312.166666666667
2020,"NOV",24.4333333333333,"Bioko",300.166666666667
2020,"DEC",24.8666666666667,"Bioko",279.5
2019,"DEC",22.7333333333333,"Bolivia",78
2020,"JAN",23.1,"Bolivia",130.566666666667
2020,"FEB",22.9666666666667,"Bolivia",178.2
2020,"MAR",22.8,"Bolivia",207.033333333333
2020,"APR",22.5666666666667,"Bolivia",193.533333333333
2020,"MAY",22.5666666666667,"Bolivia",134.866666666667
2020,"JUN",21.7,"Bolivia",89.8666666666667
2020,"JUL",19.9333333333333,"Bolivia",51.0666666666667
2020,"AUG",18.5,"Bolivia",38
2020,"SEP",18,"Bolivia",38.5
2020,"OCT",19.6666666666667,"Bolivia",38.6333333333333
2020,"NOV",21.4333333333333,"Bolivia",62.6333333333333
2020,"DEC",22.9,"Bolivia",93.6333333333333
2019,"DEC",23.3,"Bonin_Isl",265.433333333333
2020,"JAN",19.9,"Bonin_Isl",210.066666666667
2020,"FEB",16.8,"Bonin_Isl",130.266666666667
2020,"MAR",14.8333333333333,"Bonin_Isl",97.5333333333333
2020,"APR",15.5333333333333,"Bonin_Isl",111.2
2020,"MAY",17.5666666666667,"Bonin_Isl",123.033333333333
2020,"JUN",20.2,"Bonin_Isl",169.733333333333
2020,"JUL",22.4333333333333,"Bonin_Isl",218.3
2020,"AUG",24.9666666666667,"Bonin_Isl",234.633333333333
2020,"SEP",26.9,"Bonin_Isl",224.066666666667
2020,"OCT",27.4333333333333,"Bonin_Isl",222.2
2020,"NOV",26.2,"Bonin_Isl",233.433333333333
2020,"DEC",24.0333333333333,"Bonin_Isl",228.466666666667
2019,"DEC",11.2666666666667,"Bosnia-Herzegovinia",99.8666666666667
2020,"JAN",7.06666666666667,"Bosnia-Herzegovinia",95.4333333333333
2020,"FEB",4.4,"Bosnia-Herzegovinia",96.4
2020,"MAR",2.4,"Bosnia-Herzegovinia",99.8666666666667
2020,"APR",2.76666666666667,"Bosnia-Herzegovinia",105.8
2020,"MAY",6.16666666666667,"Bosnia-Herzegovinia",100.166666666667
2020,"JUN",11.9333333333333,"Bosnia-Herzegovinia",98.0333333333333
2020,"JUL",17.0666666666667,"Bosnia-Herzegovinia",94
2020,"AUG",19.5666666666667,"Bosnia-Herzegovinia",112.566666666667
2020,"SEP",21.3333333333333,"Bosnia-Herzegovinia",92.7666666666667
2020,"OCT",20.8333333333333,"Bosnia-Herzegovinia",65.7666666666667
2020,"NOV",18.2666666666667,"Bosnia-Herzegovinia",53.1
2020,"DEC",13.2,"Bosnia-Herzegovinia",63.8
2019,"DEC",24.4333333333333,"Botswana",24.3666666666667
